N,P,K,ph,EC,S,Cu,Fe,Mn,Zn,B,label
99.40904218248832,65.13272833667274,71.47762607719295,6.617606048984505,0.10625534323649283,0.034189551327556265,15.188904292013143,98.51052771597223,89.31760722806216,44.696058814223456,39.307761182639155,grapes
183.72215208135762,19.93113040086521,69.68939286905572,6.144925332466576,0.2891245224712668,0.21865380045817082,37.10518015473144,108.94650616165401,594.6643868900093,27.82712317241664,21.927380071654632,mulberry
162.44230933574897,48.55219412136188,172.45547027632023,5.8498202578563285,2.1825205359566,0.1239119719015261,16.426535161866095,36.89618525526308,90.21801719043854,44.38707578013292,15.064934651910454,potato
125.41610557933937,87.1070761747245,163.14425460352496,5.2032860795623845,0.7879249583592673,0.2854523888359635,14.643471728615879,150.92398232358642,59.27376307636254,49.532258784842035,78.07995370521168,mango
154.63932617652472,97.9809758185054,314.434996508442,6.490162177684832,0.8062263625200323,0.01601539158794577,14.465988508586065,154.81150155949953,69.17913568866491,20.555082279307932,4.03222070944633,grapes
92.23506085697217,19.04366714402268,142.08948558290373,4.685730073546068,1.9090301262279024,0.09750152144776739,20.319730904123148,37.22326648558451,340.1562670593304,26.932167229862394,10.750958549197058,potato
171.42425865580537,13.508169447323327,67.65483322402844,6.3228677887726485,0.9184133543851242,0.25320153601966944,26.00486052934246,229.0162889901166,226.38510410341297,20.417987651652858,16.21745221896647,mulberry
181.19731429350563,65.75987394367367,176.27015027637032,4.747966064049672,1.559550865937314,0.10879975230197081,16.609993395112763,35.7648509088162,270.62696019742236,23.159466324562054,18.061978456657023,potato
132.90383370598897,76.04496578229319,124.83779747922284,5.17880740633457,1.1599465911415128,0.20450690035747018,17.620855579600146,113.51144981952564,79.68056744751226,55.98628767933769,47.20468397205619,mango
148.1282508884974,74.323511206438,162.9552308473397,6.355098762286522,1.1155541233253623,0.27074602108578055,11.546518414599552,95.89522905698963,69.91837402165024,25.901607444851955,55.30836446487599,mango
96.00305401462168,74.59512090522956,128.30019417672042,5.205995023533079,1.7428829334403182,0.12938303874032434,13.377094443223518,114.62271337576522,92.86987099905396,41.309182366613165,83.76754385347854,mango
186.99084278718334,52.44141845702853,346.2024124448448,5.950277220128243,1.7125998047280189,0.017002920228130755,22.64053449700433,245.19430813197133,53.92998827509394,19.963625874205405,3.8458383671166305,ragi
176.02806496271307,43.32005737737424,85.56594459972098,6.256140586657026,0.11277549326768083,0.09798409841302298,7.239361355631301,69.05012837492322,100.97595916195779,49.219583940956255,41.63715828513601,grapes
164.99536794596855,13.132703586347771,66.25750753468206,6.374593019132626,0.6278119188572044,0.21164373269051534,23.15895381915856,228.70812022660874,702.7114108964277,28.701080197098328,15.632210034369564,mulberry
131.57480880724515,21.285903556991745,75.24016257477545,6.661295270667789,0.7775538056151664,0.18801727119188164,19.91973200581244,167.79791117702504,1551.934752933508,29.100169604037806,11.623196011364787,mulberry
180.50501312106667,16.124114974785172,89.84242747997769,6.252339564430151,0.38663343440634074,0.30338050123365107,25.775759777330226,122.67792538594469,632.8703039533721,22.758004402598765,21.798397241613596,mulberry
100.03901618092063,75.61824019659026,149.61884415189823,4.732658185143158,0.5914999463806997,0.18043179086323077,15.395594599680715,144.90351088536553,63.75550754333048,34.863742170722304,63.54458492914785,mango
142.11487956187761,15.462626282058519,220.16549052015569,5.17450072564464,1.995332518226836,0.11195045959525789,29.929518835671402,36.27112796344209,234.04479485501201,55.166271679784444,21.87630727202137,potato
173.2434290666318,25.791017434809458,77.26019811141472,6.715300496163832,0.23479168570986253,0.2127327732097498,34.2673212400961,111.9526801840079,613.1841597820008,32.728297359339585,21.337427518418142,mulberry
121.38545629265793,90.98354372315906,149.55914613237047,5.727108434438497,0.5186851446678451,0.18686867509757782,17.163334698158142,162.45478973683205,77.46454483191471,30.958164278742473,48.134526570393035,mango
118.50755544519144,24.32904456322717,97.14360743391629,7.708039311821876,0.11444779201074444,0.22798924296461293,29.676991335882036,124.3850069543339,1148.3007536669347,25.21578082981841,12.976630925206909,mulberry
84.65279437942691,26.289237831430185,169.30913240249856,5.085111232841824,1.969655787629286,0.08395539021322483,9.56408926064349,45.82395330384686,249.33896799704155,20.244894615325887,14.34223814632819,potato
108.56925919219442,63.95283051171399,67.31098380680375,5.265757898556892,0.20062292786584962,0.02477522830704313,12.79615065511067,59.61116087881102,33.71651417713967,31.59737476591555,47.64246337132372,grapes
130.44572440453916,70.6516558143341,155.15756466009015,6.2928723078515905,1.2793970361984592,0.17650062166537767,11.727361527678262,157.16842050569466,75.24247292772736,42.14658237921896,68.15823356214851,mango
146.6151484045648,18.279946615446796,84.41502204299411,6.232344238388303,0.2043345687510626,0.2674952920763741,16.38910434719638,134.18741485135715,941.624035310747,20.62881340429627,25.852079495125526,mulberry
79.19807710059679,77.52855932899966,142.02013664385683,5.45521980093072,1.3398020779327802,0.1977710046848944,9.8594601446408,65.11228579029006,80.47788842560823,46.95845591082301,82.74546182802291,mango
171.25473484933832,83.87089980670639,99.97080570141813,5.743836280963512,0.17628812962110207,0.10937097003024292,13.408298741808624,110.98970811028505,104.16709184803871,51.09723436060988,21.868472490291495,grapes
133.64149848106632,75.00197206493266,163.81997108629713,6.316847934726997,1.2072034278912624,0.2157854483623713,12.437419418826236,162.70128550575328,59.65011882233182,48.460908309865175,67.80072899089703,mango
144.37594078932747,67.39530647201659,178.0445842776314,4.5004389668635705,0.7905202609944637,0.35498803767329173,9.605292364324022,82.05260358476734,112.14644011824828,37.69302123032891,58.39096144078651,mango
187.23779633459566,22.772055461514896,194.08671050722367,5.77704197861324,0.45359350921780134,0.11598116030494707,21.36830990683545,94.45295667848663,27.993430859849482,27.103548052565213,16.062992560384494,pomegranate
84.00019279450683,56.824331480733996,112.77140098243689,5.200834911994562,1.8017250374776101,0.11066138599087162,20.55512112735355,38.97965629906475,155.7291342611505,36.630825974801866,9.565836721386637,potato
103.05915132831383,94.35572960403806,255.86100638420268,7.126600976696753,0.9803767642286619,0.017782763706225575,15.374857391048337,48.55954566028062,58.6027602689888,23.32608776880539,4.916227558836571,ragi
126.40359096388343,13.495923340184042,66.52971686845116,7.323487535990301,0.5816582642067464,0.2529901716297025,30.2836762653238,135.7985922602509,726.3636124797519,25.570311559820034,12.013571487378915,mulberry
125.63658061925922,45.73578690737926,175.45814745624745,4.100503212574343,1.6559035009939485,0.11198767528921445,11.051725355682395,36.75487557367597,265.53126879197805,27.785360635276174,17.816284355667026,potato
161.50312265842973,82.28606708009745,380.6364852963269,7.02928850133236,1.3431154939377619,0.022375279690681264,24.158157704072806,249.98262944784528,59.90424909735491,21.551266871111686,11.225079300895306,ragi
177.99587235834446,57.577130754795824,317.2482108221292,5.787785241653604,1.295842680173811,0.013766050157543338,13.483751305103247,127.51179585926668,72.02076852639706,29.977247075534464,8.00358017333745,ragi
130.72030860021377,21.98104379801057,72.65080829524261,4.989136767044357,0.2512059524024373,0.29248373528469207,29.56800840679017,175.36978860111302,532.8427860068157,31.131917882863835,29.86115413831725,mulberry
176.07860102401864,62.30977973404699,72.55345622217361,7.5659287431771025,0.10398007093645772,0.031963135189267994,18.464937002974143,102.71821998841405,141.63487014665748,38.447749916817735,25.545944942606347,grapes
157.29043966587605,98.22852716449707,153.92031476717142,5.4696551202387,0.6427094769320453,0.176961367814264,13.582669133191752,167.11196958390397,66.74656986071359,49.55438270771231,48.18129746778962,mango
143.46466771740987,16.546812606721517,59.43266493669597,6.844099917570517,0.08438560805278085,0.25720215698272164,24.58392465702128,234.99253049792458,261.26186520052215,22.419196044474067,23.649222338387386,mulberry
153.719805579578,89.63694039792551,276.8593299442479,7.321268242087936,1.3776695841925164,0.020088656359414977,12.837910055908553,143.42718764056545,58.902886574541185,21.78472027401827,6.31576768750367,ragi
123.52518463640332,47.59277964486282,217.5983688212037,6.373188815856441,0.25018283927156953,0.1891530674873381,12.037164847367055,113.13248923823456,32.969245389219026,49.12174521804715,38.28993897574323,pomegranate
119.0169239954532,42.05176301620751,96.02181387495371,6.183916863468123,0.19947843300805762,0.15509836191637208,11.708683608975617,108.30234652247351,81.05270483309222,45.51932019884298,38.482042988227604,grapes
101.62824389177331,66.51436664207237,140.40661122156496,4.478647538988059,0.7529604970872804,0.1704398251965714,8.234583119563295,97.24684312863306,58.01896093289722,22.424284692205035,56.27255600888054,mango
150.96980937592033,85.2529539173063,322.0075450436459,7.013701773678639,0.676499056593556,0.025146658389316248,24.922118644691754,86.57726726442526,61.803881753966536,15.186613492013205,1.9151536847036488,ragi
100.793266317045,76.89103084370636,210.6687314491187,8.087198675108015,1.045195074165629,0.019276635482531435,13.633500763679729,222.62261165079968,73.18872974361425,18.304596137927856,6.351563473638787,ragi
149.52124418998966,12.766569978822767,65.12918117388442,6.317688851871521,0.6452925778265014,0.20293363547309362,18.47440970700578,197.6492384950734,1008.9540858063839,28.764034126762176,17.601689557155375,mulberry
90.29797259715437,62.8650901497761,263.1811644871107,5.106433313537965,2.70787162560151,0.10525013883493763,22.570986767861825,45.643065543112556,188.30436295687716,34.47381032714256,22.952784829612625,potato
163.5632312472917,70.37117074796664,181.31557783957916,5.968786792006842,1.0720881448610455,0.20201367469675746,17.760842952707186,61.810660495778485,55.09880892780534,55.210266168684015,43.82212307377863,pomegranate
121.19292533896346,96.9058156076706,200.14117031402034,5.897955537178511,0.7788595454870296,0.3427075510701577,13.949683203410348,197.42734024071083,67.01855325894141,21.181601394202886,54.80467633380279,mango
129.38626085988096,91.8023932226098,209.0079324868326,7.4007305651750865,0.6186234249342056,0.21200320096519007,6.554275172474224,112.22554949641516,72.60211862182881,43.674568255923546,52.50460097698485,mango
157.4630654867108,55.19000340547606,80.61852838267393,5.468733895927443,0.13164836614757944,0.06180087065749245,14.122250136763952,77.98929646879705,46.25489697387171,25.70675148868144,57.17222721868249,grapes
164.4304085732545,36.62986214978247,81.9644989986782,7.126401031368737,0.26148328121470615,0.09844381154432479,17.422909258451973,94.37137722814595,179.01766159525587,33.62597858263889,37.117540847133924,grapes
112.55193367494847,66.6864872530089,85.65914222663113,7.377639102092008,0.17884581478077968,0.18225117286778292,16.017694498844826,132.275095339327,90.06397903976651,42.080624096865975,52.88369768476608,grapes
146.13727776949486,22.82867757435492,141.50557630416995,6.350383464406301,0.7686763158903216,0.16966860311964088,19.33492426359272,65.7378204372169,25.321925436626408,27.35612395061333,25.679001191495477,pomegranate
177.77963540310557,79.52769366528618,175.86035571576005,5.642716973157239,0.12085734110037563,0.2229468376413826,9.11137567936332,92.3218683319609,36.37981769675977,43.832133377721824,38.10553303414593,pomegranate
110.34741593125185,81.55436607849981,124.67662652562105,5.4119551887654245,0.657864188105605,0.20928018037588286,7.837732035101241,91.88455791814876,96.51650246768455,28.52505865467128,64.62622786003213,mango
78.58326848072697,58.43396245996937,131.06334955171187,6.2091929505964565,1.6982567957159123,0.11928492844830697,26.51022319740922,39.00621530618812,154.82424932460106,28.920627186709737,11.453172223449926,potato
176.65522959634558,23.05156115965323,85.58375353711918,6.2674599395002755,0.8552904546250193,0.34979153062578633,22.97457811803241,224.09059867628082,460.17078844497735,28.999422738484103,15.375489474064263,mulberry
123.9879649010918,52.56330847306407,98.27404180517955,5.833071603998286,0.11166388037759827,0.06898575887995821,14.052775789286992,79.62204611086962,51.828315335818225,35.880407046344224,53.97894041899782,pomegranate
179.523206818551,62.77126841446666,176.78036257748903,5.512349411764805,0.3631085906486137,0.15910324119396252,13.299106141290046,79.93853421293736,40.39325670424712,47.461355339688495,31.62539422606271,pomegranate
177.39943358882348,36.454267540238085,218.92959815474026,4.739584940287683,2.7237319893114655,0.12553763932414558,21.243214704050125,30.426860968770924,99.98619815703559,40.86090188913338,21.02120106504548,potato
122.48574785916082,60.707864216574436,331.0855965023557,6.846532813168889,1.6287106589055098,0.022127029194107146,20.730691515623775,162.48841699016657,50.35861824508939,19.18697205951402,7.860589377626278,ragi
148.0335675001033,59.85132571775438,244.93510693857266,7.700901472902794,0.856250484218882,0.184592735812036,9.51535088486623,114.1711495183684,60.77129872711735,46.08462438543062,48.74870273526319,pomegranate
122.36779156147993,25.8281807410307,203.33384568210744,5.333646526738645,1.8582317778501762,0.10638892178103779,21.548963770847827,38.02217934567556,92.97945244173638,23.223969593755044,11.75391375140277,potato
